Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MZ448386,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1486/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-03-19,,"Human respiratory syncytial virus B isolate KEN/1486/2019 attachment glycoprotein gene, partial cds"
MZ448387,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1487/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-03-19,,"Human respiratory syncytial virus B isolate KEN/1487/2019 attachment glycoprotein gene, partial cds"
MZ448388,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1488/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-03-22,,"Human respiratory syncytial virus B isolate KEN/1488/2019 attachment glycoprotein gene, partial cds"
MZ448389,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1489/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-03-24,,"Human respiratory syncytial virus B isolate KEN/1489/2019 attachment glycoprotein gene, partial cds"
MZ448390,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1490/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-03-26,,"Human respiratory syncytial virus B isolate KEN/1490/2019 attachment glycoprotein gene, partial cds"
MZ448391,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1491/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-01,,"Human respiratory syncytial virus B isolate KEN/1491/2019 attachment glycoprotein gene, partial cds"
MZ448392,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1492/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-03,,"Human respiratory syncytial virus B isolate KEN/1492/2019 attachment glycoprotein gene, partial cds"
MZ448393,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1493/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-03,,"Human respiratory syncytial virus B isolate KEN/1493/2019 attachment glycoprotein gene, partial cds"
MZ448394,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1494/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-04,,"Human respiratory syncytial virus B isolate KEN/1494/2019 attachment glycoprotein gene, partial cds"
MZ448395,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1495/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-05,,"Human respiratory syncytial virus B isolate KEN/1495/2019 attachment glycoprotein gene, partial cds"
MZ448396,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1496/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-06,,"Human respiratory syncytial virus B isolate KEN/1496/2019 attachment glycoprotein gene, partial cds"
MZ448397,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1497/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-06,,"Human respiratory syncytial virus B isolate KEN/1497/2019 attachment glycoprotein gene, partial cds"
MZ448398,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1498/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-07,,"Human respiratory syncytial virus B isolate KEN/1498/2019 attachment glycoprotein gene, partial cds"
MZ448399,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1499/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-08,,"Human respiratory syncytial virus B isolate KEN/1499/2019 attachment glycoprotein gene, partial cds"
MZ448400,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1500/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-11,,"Human respiratory syncytial virus B isolate KEN/1500/2019 attachment glycoprotein gene, partial cds"
MZ448401,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1501/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-11,,"Human respiratory syncytial virus B isolate KEN/1501/2019 attachment glycoprotein gene, partial cds"
MZ448402,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1502/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-12,,"Human respiratory syncytial virus B isolate KEN/1502/2019 attachment glycoprotein gene, partial cds"
MZ448403,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1503/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-15,,"Human respiratory syncytial virus B isolate KEN/1503/2019 attachment glycoprotein gene, partial cds"
MZ448404,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1504/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-18,,"Human respiratory syncytial virus B isolate KEN/1504/2019 attachment glycoprotein gene, partial cds"
MZ448405,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1505/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-20,,"Human respiratory syncytial virus B isolate KEN/1505/2019 attachment glycoprotein gene, partial cds"
MZ448406,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1506/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-21,,"Human respiratory syncytial virus B isolate KEN/1506/2019 attachment glycoprotein gene, partial cds"
MZ448407,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1507/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-24,,"Human respiratory syncytial virus B isolate KEN/1507/2019 attachment glycoprotein gene, partial cds"
MZ448408,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1508/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-04-27,,"Human respiratory syncytial virus B isolate KEN/1508/2019 attachment glycoprotein gene, partial cds"
MZ448409,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1509/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-05-13,,"Human respiratory syncytial virus B isolate KEN/1509/2019 attachment glycoprotein gene, partial cds"
MZ448410,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1510/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-05-13,,"Human respiratory syncytial virus B isolate KEN/1510/2019 attachment glycoprotein gene, partial cds"
MZ448411,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1511/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-05-17,,"Human respiratory syncytial virus B isolate KEN/1511/2019 attachment glycoprotein gene, partial cds"
MZ448412,,"Kamau,E., Mutunga,M., Mwema,A., Agoti,C.N., Nokes,D.J.",2021-09-06T00:00:00Z,KEN/1512/2019,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),732,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2019-05-17,,"Human respiratory syncytial virus B isolate KEN/1512/2019 attachment glycoprotein gene, partial cds"
MZ515551,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8811-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,partial,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-12-06,,"Human respiratory syncytial virus A isolate OX02-8811-V01, partial genome"
MZ515552,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0043-D06,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15293,GenBank,partial,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-01-30,,"Human respiratory syncytial virus B isolate UU02-0043-D06, partial genome"
MZ515553,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX01A-8711-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-10-31,,"Human respiratory syncytial virus B isolate OX01A-8711-V02, complete genome"
MZ515555,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8017-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15280,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-27,,"Human respiratory syncytial virus A isolate OX02-8017-V01, complete genome"
MZ515556,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8247-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),14802,GenBank,partial,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-12-05,,"Human respiratory syncytial virus A isolate OX02-8247-V01, partial genome"
MZ515557,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8739-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15272,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-27,,"Human respiratory syncytial virus B isolate OX02-8739-V01, complete genome"
MZ515558,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU01A-0034-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15273,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-11-20,,"Human respiratory syncytial virus B isolate UU01A-0034-V02, complete genome"
MZ515559,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8032-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15274,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-08,,"Human respiratory syncytial virus A isolate OX02-8032-V01, complete genome"
MZ515560,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0076-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15274,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2019-01-02,,"Human respiratory syncytial virus B isolate UU02-0076-V01, complete genome"
MZ515561,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX03-0310-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-02-04,,"Human respiratory syncytial virus B isolate OX03-0310-V02, complete genome"
MZ515562,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0035-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-01-10,,"Human respiratory syncytial virus B isolate UU02-0035-D02, complete genome"
MZ515563,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0088-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15228,GenBank,partial,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-12-14,,"Human respiratory syncytial virus B isolate UU02-0088-V01, partial genome"
MZ515564,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0055-D02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15254,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-11-21,,"Human respiratory syncytial virus A isolate UU02-0055-D02, complete genome"
MZ515565,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0043-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15275,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-01-25,,"Human respiratory syncytial virus B isolate UU02-0043-V01, complete genome"
MZ515566,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX01A-8214-V02,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15277,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-11-08,,"Human respiratory syncytial virus A isolate OX01A-8214-V02, complete genome"
MZ515567,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-9571-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15277,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2019-12-15,,"Human respiratory syncytial virus A isolate OX02-9571-V01, complete genome"
MZ515568,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0154-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15280,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2019-12-23,,"Human respiratory syncytial virus A isolate UU02-0154-V01, complete genome"
MZ515569,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-8889-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15274,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-27,,"Human respiratory syncytial virus A isolate OX02-8889-V01, complete genome"
MZ515570,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE02-0101-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15274,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-11-29,,"Human respiratory syncytial virus A isolate SE02-0101-V01, complete genome"
MZ515571,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-9011-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2020-01-03,,"Human respiratory syncytial virus A isolate OX02-9011-V01, complete genome"
MZ515572,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0092-D04,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15277,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-12-24,,"Human respiratory syncytial virus A isolate UU02-0092-D04, complete genome"
MZ515573,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,OX02-9657-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15276,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2020-02-13,,"Human respiratory syncytial virus A isolate OX02-9657-V01, complete genome"
MZ515574,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,UU02-0071-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15269,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,oronasopharynx,2018-12-19,,"Human respiratory syncytial virus B isolate UU02-0071-V01, complete genome"
MZ515575,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,IM02-0033-V01,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15274,GenBank,complete,,,,United Kingdom,United Kingdom,,Homo sapiens,oronasopharynx,2018-11-30,,"Human respiratory syncytial virus A isolate IM02-0033-V01, complete genome"
MZ515576,,"Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.",2021-08-18T00:00:00Z,SE02-0018-D05,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15273,GenBank,complete,,,,Spain,Spain,,Homo sapiens,oronasopharynx,2019-12-16,,"Human respiratory syncytial virus A isolate SE02-0018-D05, complete genome"
